Name,Position,Age,Season,Player_nat,Left_team,Left_league,Left_team_nat,Joined_team,Joined_league,Joined_nat,Fee,Loan_or_not,Face_img
Hauke Wahl,Centre-Back,21,15/16,Germany,Holstein Kiel,3. Liga,Germany,SC Paderborn,2. Bundesliga,Germany,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/154147-1533131657.jpg?lm=1
Janik Haberer,Central Midfield,20,14/15,Germany,Unterhaching,3. Liga,Germany,TSG Hoffenheim,Bundesliga,Germany,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/177779-1533733197.jpg?lm=1
Max Christiansen,Central Midfield,18,14/15,Germany,Hansa Rostock,3. Liga,Germany,FC Ingolstadt,2. Bundesliga,Germany,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/192300-1573062239.jpg?lm=1
Joshua Kimmich,Defensive Midfield,18,13/14,Germany,Stuttgart U19,U19-Bundesliga Süd/Südwest,Germany,RB Leipzig,3. Liga,Germany,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/161056-1570373037.jpg?lm=1
Sebastian Stolze,Right Winger,19,13/14,Germany,Rot-Weiß Erfurt,3. Liga,Germany,Wolfsburg U19,U19-Bundesliga Nord/Nordost,Germany,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/157927-1627931577.jpg?lm=1
Christoph Knasmüllner,Attacking Midfield,18,10/11,Austria,FC Bayern II,3. Liga,Germany,Inter U19,Primavera B,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/59068-1603906142.png?lm=1
Alparslan Erdem,Left-Back,19,08/09,Turkey/Germany,W. Bremen II,3. Liga,Germany,Galatasaray,Süper Lig,Turkey,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/42050-1572862471.jpg?lm=1
Marcel Mehlem,Defensive Midfield,23,18/19,Germany,Karlsruher SC,3. Liga,Germany,Union SG,Proximus League,Belgium,€480Th.,False,https://img.a.transfermarkt.technology/portrait/medium/160247-1470301278.jpg?lm=1
Christoffer Nyman,Centre-Forward,26,18/19,Sweden,E. Braunschweig,3. Liga,Germany,Norrköping,Allsvenskan,Sweden,€450Th.,False,https://img.a.transfermarkt.technology/portrait/medium/167149-1499184160.jpg?lm=1
Etienne Amenyido,Centre-Forward,23,21/22,Togo/Germany,VfL Osnabrück,3. Liga,Germany,FC St. Pauli,2. Bundesliga,Germany,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/271103-1565004319.jpg?lm=1
Jakov Medic,Centre-Back,22,21/22,Croatia,Wehen Wiesbaden,3. Liga,Germany,FC St. Pauli,2. Bundesliga,Germany,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/488755-1564651061.jpg?lm=1
Marin Sverko,Centre-Back,23,21/22,Croatia/Germany,Saarbrücken,3. Liga,Germany,FC Groningen,Eredivisie,Netherlands,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/282169-1501159754.jpg?lm=1
Alexander Jeremejeff,Centre-Forward,27,20/21,Sweden/Russia,Dynamo Dresden,3. Liga,Germany,Häcken,Allsvenskan,Sweden,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/205760-1490190967.jpg?lm=1
Marius Bülter,Second Striker,26,19/20,Germany,1.FC Magdeburg,3. Liga,Germany,Union Berlin,Bundesliga,Germany,€400Th.,True,https://img.a.transfermarkt.technology/portrait/medium/116088-1615891887.jpg?lm=1
Benjamin Girth,Centre-Forward,26,18/19,Germany,SV Meppen,3. Liga,Germany,Holstein Kiel,2. Bundesliga,Germany,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/151111-1533131099.jpg?lm=1
Timmy Thiele,Centre-Forward,26,18/19,Germany,Carl Zeiss Jena,3. Liga,Germany,1.FC K'lautern,3. Liga,Germany,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/95354-1532683833.jpg?lm=1
Kwasi Wriedt,Centre-Forward,23,17/18,Ghana/Germany,VfL Osnabrück,3. Liga,Germany,FC Bayern II,Regionalliga Bayern,Germany,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/154819-1629790746.jpg?lm=1
Sascha Bigalke,Attacking Midfield,22,12/13,Germany,Unterhaching,3. Liga,Germany,1. FC Köln,2. Bundesliga,Germany,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/44298-1587935488.jpg?lm=1
Fabian Schönheim,Centre-Back,24,11/12,Germany,Wehen Wiesbaden,3. Liga,Germany,1.FSV Mainz 05,Bundesliga,Germany,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/31652-1532348924.jpg?lm=1
Albert Bunjaku,Centre-Forward,25,08/09,Kosovo/Switzerland,Rot-Weiß Erfurt,3. Liga,Germany,1.FC Nuremberg,2. Bundesliga,Germany,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/19194-1600232259.jpg?lm=1
Lukas Daschner,Attacking Midfield,21,20/21,Germany,MSV Duisburg,3. Liga,Germany,FC St. Pauli,2. Bundesliga,Germany,€350Th.,False,https://img.a.transfermarkt.technology/portrait/medium/334213-1587383902.jpg?lm=1
Ilmari Niskanen,Right Winger,22,20/21,Finland,KuPS,Veikkausliiga,Finland,FC Ingolstadt,3. Liga,Germany,€350Th.,False,https://img.a.transfermarkt.technology/portrait/medium/268606-1594848919.png?lm=1
Lucas Röser,Centre-Forward,25,19/20,Germany,Dynamo Dresden,2. Bundesliga,Germany,1.FC K'lautern,3. Liga,Germany,€350Th.,False,https://img.a.transfermarkt.technology/portrait/medium/115210-1531733742.jpg?lm=1
Cyrill Akono,Centre-Forward,19,19/20,Germany/Cameroon,Preußen Münster,3. Liga,Germany,FSV Mainz 05 II,Regionalliga Südwest,Germany,€350Th.,False,https://img.a.transfermarkt.technology/portrait/medium/506855-1611070645.jpg?lm=1
Janik Bachmann,Defensive Midfield,23,19/20,Germany,Würzb. Kickers,3. Liga,Germany,1.FC K'lautern,3. Liga,Germany,€350Th.,False,https://img.a.transfermarkt.technology/portrait/medium/327862-1565014996.jpg?lm=1
Kevin Großkreutz,Right-Back,29,18/19,Germany,SV Darmstadt 98,2. Bundesliga,Germany,KFC Uerdingen,3. Liga,Germany,€350Th.,False,https://img.a.transfermarkt.technology/portrait/medium/44521-1532273177.jpeg?lm=1
Besar Halimi,Attacking Midfield,20,15/16,Kosovo/Germany,Stuttg. Kickers,3. Liga,Germany,1.FSV Mainz 05,Bundesliga,Germany,€350Th.,False,https://img.a.transfermarkt.technology/portrait/medium/152241-1605126097.JPG?lm=1
Christian Bickel,Attacking Midfield,24,15/16,Germany,Hansa Rostock,3. Liga,Germany,SC Paderborn,2. Bundesliga,Germany,€350Th.,False,https://img.a.transfermarkt.technology/portrait/medium/83415-1625858944.png?lm=1
Marcus Piossek,Attacking Midfield,26,15/16,Poland/Germany,Preußen Münster,3. Liga,Germany,1.FC K'lautern,2. Bundesliga,Germany,€350Th.,False,https://img.a.transfermarkt.technology/portrait/medium/33416-1626703515.jpg?lm=1
Diego Demme,Defensive Midfield,22,13/14,Germany/Italy,SC Paderborn,2. Bundesliga,Germany,RB Leipzig,3. Liga,Germany,€350Th.,False,https://img.a.transfermarkt.technology/portrait/medium/82070-1532351803.jpg?lm=1
Tim Väyrynen,Centre-Forward,20,13/14,Finland,FC Honka,Veikkausliiga,Finland,B. Dortmund II,3. Liga,Germany,€350Th.,False,https://img.a.transfermarkt.technology/portrait/medium/131786-1499597275.png?lm=1
Ivan Cosic,Centre-Back,20,10/11,Croatia/Germany,SSV Reutlingen,Oberliga Baden-Württemberg,Germany,FC Bayern II,3. Liga,Germany,€350Th.,False,https://img.a.transfermarkt.technology/portrait/medium/s_40665_28_2010_1.jpg?lm=1
Ridge Munsy,Centre-Forward,32,21/22,Switzerland/DR Congo,Würzb. Kickers,3. Liga,Germany,Hansa Rostock,2. Bundesliga,Germany,€300Th.,False,https://img.a.transfermarkt.technology/portrait/medium/51497-1627039030.png?lm=1
Jannis Nikolaou,Defensive Midfield,26,20/21,Germany,Dynamo Dresden,3. Liga,Germany,E. Braunschweig,2. Bundesliga,Germany,€300Th.,False,https://img.a.transfermarkt.technology/portrait/medium/93649-1531733735.jpg?lm=1
Makana Baku,Left Winger,21,19/20,Germany/DR Congo,Sonnenhof-Gr.,3. Liga,Germany,Holstein Kiel,2. Bundesliga,Germany,€300Th.,False,https://img.a.transfermarkt.technology/portrait/medium/336974-1620074662.png?lm=1
Ioannis Gelios,Goalkeeper,27,19/20,Greece/Germany,Hansa Rostock,3. Liga,Germany,Holstein Kiel,2. Bundesliga,Germany,€300Th.,False,https://img.a.transfermarkt.technology/portrait/medium/156676-1532371896.png?lm=1
Marcel Bär,Second Striker,26,18/19,Germany,VfR Aalen,3. Liga,Germany,E. Braunschweig,3. Liga,Germany,€300Th.,False,https://img.a.transfermarkt.technology/portrait/medium/154853-1627911399.jpg?lm=1
David Pisot,Centre-Back,29,16/17,Germany,VfL Osnabrück,3. Liga,Germany,Würzb. Kickers,2. Bundesliga,Germany,€300Th.,False,https://img.a.transfermarkt.technology/portrait/medium/38348-1468491298.jpg?lm=1
Robert Koch,Central Midfield,28,14/15,Germany,Dynamo Dresden,3. Liga,Germany,1.FC Nuremberg,2. Bundesliga,Germany,€300Th.,False,https://img.a.transfermarkt.technology/portrait/medium/34713-1436352262.jpg?lm=1
Simon Zoller,Centre-Forward,22,13/14,Germany,VfL Osnabrück,3. Liga,Germany,1.FC K'lautern,2. Bundesliga,Germany,€300Th.,False,https://img.a.transfermarkt.technology/portrait/medium/79967-1619531228.jpg?lm=1
Nils Quaschner,Centre-Forward,19,13/14,Germany,Hansa Rostock,3. Liga,Germany,FC Liefering,Erste Liga,Austria,€300Th.,False,https://img.a.transfermarkt.technology/portrait/medium/94559-1532075298.jpg?lm=1
Florian Niederlechner,Centre-Forward,22,12/13,Germany,Unterhaching,3. Liga,Germany,1.FC Heidenheim,3. Liga,Germany,€300Th.,False,https://img.a.transfermarkt.technology/portrait/medium/152963-1606326775.jpg?lm=1
Kevin Pannewitz,Defensive Midfield,20,12/13,Germany,Hansa Rostock,3. Liga,Germany,VfL Wolfsburg,Bundesliga,Germany,€300Th.,False,https://img.a.transfermarkt.technology/portrait/medium/64431-1595676441.jpg?lm=1
Nils Petersen,Centre-Forward,20,08/09,Germany,Carl Zeiss Jena,3. Liga,Germany,Energie Cottbus,Bundesliga,Germany,€300Th.,False,https://img.a.transfermarkt.technology/portrait/medium/42936-1533733736.jpg?lm=1
Amaury Bischoff,Central Midfield,21,08/09,Portugal/France,W. Bremen II,3. Liga,Germany,Arsenal,Premier League,England,€300Th.,False,https://img.a.transfermarkt.technology/portrait/medium/32950-1532372333.png?lm=1
Aykut Öztürk,Centre-Forward,26,13/14,Turkey/Germany,Rot-Weiß Erfurt,3. Liga,Germany,Sivasspor,Süper Lig,Turkey,€290Th.,False,https://img.a.transfermarkt.technology/portrait/medium/49681-1471523280.jpg?lm=1
Timmy Thiele,Centre-Forward,29,20/21,Germany,1.FC K'lautern,3. Liga,Germany,Viktoria Köln,3. Liga,Germany,€275Th.,False,https://img.a.transfermarkt.technology/portrait/medium/95354-1532683833.jpg?lm=1
Matthäus Taferner,Central Midfield,19,20/21,Austria,Dynamo Dresden,3. Liga,Germany,Wolfsberger AC,Bundesliga,Austria,€250Th.,False,https://img.a.transfermarkt.technology/portrait/medium/434104-1608728090.png?lm=1
Maximilian Beister,Right Winger,28,19/20,Germany,KFC Uerdingen,3. Liga,Germany,FC Ingolstadt,3. Liga,Germany,€250Th.,False,https://img.a.transfermarkt.technology/portrait/medium/58379-1530814052.jpg?lm=1
Lion Lauberbach,Centre-Forward,21,19/20,Germany,FSV Zwickau,3. Liga,Germany,Holstein Kiel,2. Bundesliga,Germany,€250Th.,False,https://img.a.transfermarkt.technology/portrait/medium/307800-1499847715.jpg?lm=1
Daniel Keita-Ruel,Centre-Forward,28,18/19,France/Senegal,SC Fortuna Köln,3. Liga,Germany,Greuther Fürth,2. Bundesliga,Germany,€250Th.,False,https://img.a.transfermarkt.technology/portrait/medium/42230-1605127197.JPG?lm=1
Jannis Nikolaou,Defensive Midfield,24,18/19,Germany,Würzb. Kickers,3. Liga,Germany,Dynamo Dresden,2. Bundesliga,Germany,€250Th.,False,https://img.a.transfermarkt.technology/portrait/medium/93649-1531733735.jpg?lm=1
Nazim Sangaré,Right-Back,23,17/18,Turkey/Germany,VfL Osnabrück,3. Liga,Germany,Antalyaspor,Süper Lig,Turkey,€250Th.,False,https://img.a.transfermarkt.technology/portrait/medium/157113-1608902656.jpeg?lm=1
Marvin Mehlem,Attacking Midfield,19,17/18,Germany,Karlsruher SC,3. Liga,Germany,SV Darmstadt 98,2. Bundesliga,Germany,€250Th.,False,https://img.a.transfermarkt.technology/portrait/medium/237226-1532513588.jpg?lm=1
Kevin Kampl,Central Midfield,21,12/13,Slovenia,VfL Osnabrück,3. Liga,Germany,VfR Aalen,2. Bundesliga,Germany,€250Th.,False,https://img.a.transfermarkt.technology/portrait/medium/53418-1613997732.jpg?lm=1
André Hahn,Right Winger,22,12/13,Germany,K. Offenbach,3. Liga,Germany,FC Augsburg,Bundesliga,Germany,€250Th.,False,https://img.a.transfermarkt.technology/portrait/medium/42783-1606325162.jpg?lm=1
Gerrit Wegkamp,Centre-Forward,19,12/13,Germany,VfL Osnabrück,3. Liga,Germany,F. Düsseldorf,Bundesliga,Germany,€250Th.,False,https://img.a.transfermarkt.technology/portrait/medium/136308-1605737599.jpg?lm=1
Sebastian Rode,Central Midfield,19,10/11,Germany,K. Offenbach,3. Liga,Germany,E. Frankfurt,Bundesliga,Germany,€250Th.,False,https://img.a.transfermarkt.technology/portrait/medium/44466-1599991315.jpg?lm=1
Fabian Götze,Left-Back,19,09/10,Germany,B. Dortmund II,3. Liga,Germany,FSV Mainz 05 II,RL West,Germany,€250Th.,False,https://img.a.transfermarkt.technology/portrait/medium/35203-1413238457.jpg?lm=1
Felix Kroos,Central Midfield,19,10/11,Germany,Hansa Rostock,3. Liga,Germany,Werder Bremen,Bundesliga,Germany,€240Th.,False,https://img.a.transfermarkt.technology/portrait/medium/31910-1532348623.jpg?lm=1
Chris Löwe,Left-Back,22,11/12,Germany,Chemnitzer FC,3. Liga,Germany,Bor. Dortmund,Bundesliga,Germany,€225Th.,False,https://img.a.transfermarkt.technology/portrait/medium/55125-1564998362.jpg?lm=1
Luca Pfeiffer,Centre-Forward,22,19/20,Germany,SC Paderborn,Bundesliga,Germany,Würzb. Kickers,3. Liga,Germany,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/232463-1627481149.jpg?lm=1
Braydon Manu,Right Winger,22,19/20,Germany/Ghana,Hallescher FC,3. Liga,Germany,SV Darmstadt 98,2. Bundesliga,Germany,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/231590-1505988155.jpg?lm=1
Timo Kern,Central Midfield,29,19/20,Germany,Waldh. Mannheim,3. Liga,Germany,FC Bayern II,3. Liga,Germany,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/57574-1565011537.jpg?lm=1
Osayamen Osawe,Centre-Forward,25,18/19,Nigeria/England,FC Ingolstadt,2. Bundesliga,Germany,KFC Uerdingen,3. Liga,Germany,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/173593-1532082762.jpg?lm=1
Adriano Grimaldi,Centre-Forward,27,18/19,Germany/Italy,1860 Munich,3. Liga,Germany,KFC Uerdingen,3. Liga,Germany,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/69392-1565013050.jpg?lm=1
Marco Königs,Centre-Forward,26,16/17,Germany,SC Fortuna Köln,3. Liga,Germany,Würzb. Kickers,2. Bundesliga,Germany,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/59949-1563648348.png?lm=1
Andreas Voglsammer,Centre-Forward,23,14/15,Germany,Unterhaching,3. Liga,Germany,1.FC Heidenheim,2. Bundesliga,Germany,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/94771-1532075533.jpg?lm=1
Günay Güvenc,Goalkeeper,22,13/14,Turkey/Germany,Stuttg. Kickers,3. Liga,Germany,Besiktas,Süper Lig,Turkey,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/114422-1601146717.jpeg?lm=1
Dennis Mast,Central Midfield,21,13/14,Germany,Hallescher FC,3. Liga,Germany,Karlsruher SC,2. Bundesliga,Germany,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/93854-1471337582.jpg?lm=1
Terrence Boyd,Centre-Forward,21,12/13,United States/Germany,B. Dortmund II,3. Liga,Germany,Rapid Vienna,Bundesliga,Austria,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/103064-1556816466.jpg?lm=1
Idrissa Touré,Central Midfield,21,19/20,Germany/Guinea,W. Bremen II,Regionalliga Nord,Germany,Juventus U23,Serie C-A,Italy,€1.30m,False,https://img.a.transfermarkt.technology/portrait/medium/335516-1472928432.jpg?lm=1
Vasilije Janjicic,Central Midfield,17,16/17,Switzerland/Serbia,FC Zürich,Challenge League,Switzerland,Hamburger SV II,Regionalliga Nord,Germany,€900Th.,False,https://img.a.transfermarkt.technology/portrait/medium/265254-1532340713.jpg?lm=1
Dominik Franke,Left-Back,18,17/18,Germany,RB Leipzig II,Germany,Germany,Wolfsburg II,Regionalliga Nord,Germany,€750Th.,False,https://img.a.transfermarkt.technology/portrait/medium/288348-1502562561.JPG?lm=1
Christian Conteh,Left Winger,20,20/21,Germany/Ghana,FC St. Pauli II,Regionalliga Nord,Germany,Feyenoord,Eredivisie,Netherlands,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/530298-1506958199.jpg?lm=1
Luca Zander,Right-Back,23,19/20,Germany,W. Bremen II,Regionalliga Nord,Germany,FC St. Pauli,2. Bundesliga,Germany,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/139278-1531471984.jpg?lm=1
Maximilian Rohr,Defensive Midfield,25,20/21,Germany,Carl Zeiss Jena,Regionalliga Nordost,Germany,Hamburger SV II,Regionalliga Nord,Germany,€280Th.,False,https://img.a.transfermarkt.technology/portrait/medium/440386-1627996277.jpg?lm=1
Mamoudou Karamoko,Centre-Forward,20,20/21,France/Cote d'Ivoire,Wolfsburg II,Regionalliga Nord,Germany,LASK,Bundesliga,Austria,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/646782-1629813106.png?lm=1
Alexander Brunst,Goalkeeper,20,15/16,Germany,Hamburger SV,Bundesliga,Germany,Wolfsburg II,Regionalliga Nord,Germany,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/146693-1532504074.jpg?lm=1
Jung-bin Park,Left Winger,19,13/14,"Korea, South",Wolfsburg II,Regionalliga Nord,Germany,Karlsruher SC,2. Bundesliga,Germany,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/217684-1438163907.jpg?lm=1
Sebastian Stolze,Right Winger,23,18/19,Germany,Wolfsburg II,Regionalliga Nord,Germany,Jahn Regensburg,2. Bundesliga,Germany,€150Th.,False,https://img.a.transfermarkt.technology/portrait/medium/157927-1627931577.jpg?lm=1
Florian Dietz,Centre-Forward,19,18/19,Germany,Carl Zeiss Jena,3. Liga,Germany,W. Bremen II,Regionalliga Nord,Germany,€150Th.,False,https://img.a.transfermarkt.technology/portrait/medium/283871-1587935108.jpg?lm=1
Ahmet Canbaz,Attacking Midfield,21,19/20,Turkey,W. Bremen II,Regionalliga Nord,Germany,Trabzonspor,Süper Lig,Turkey,€125Th.,False,https://img.a.transfermarkt.technology/portrait/medium/288313-1599759070.jpeg?lm=1
Malte Karbstein,Centre-Back,20,18/19,Germany,Energie Cottbus,3. Liga,Germany,W. Bremen II,Regionalliga Nord,Germany,€100Th.,False,https://img.a.transfermarkt.technology/portrait/medium/327631-1605975017.jpg?lm=1
Ferhat Yazgan,Central Midfield,21,14/15,Turkey/Germany,Wolfsburg II,Regionalliga Nord,Germany,Trabzonspor,Süper Lig,Turkey,€90Th.,False,https://img.a.transfermarkt.technology/portrait/medium/94037-1574958508.jpg?lm=1
Malcolm Badu,Right Midfield,22,19/20,Germany/Ghana,Wolfsburg II,Regionalliga Nord,Germany,Spartak 2,1.Division,Russia,€75Th.,False,https://img.a.transfermarkt.technology/portrait/medium/280543-1564917336.png?lm=1
Luca Horn,Left Midfield,21,20/21,Germany,Wolfsburg II,Regionalliga Nord,Germany,Hansa Rostock,3. Liga,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/329814-1502562324.JPG?lm=1
Richmond Tachie,Centre-Forward,20,19/20,Germany/Ghana,Wolfsburg II,Regionalliga Nord,Germany,Viktoria Köln,3. Liga,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/390460-1620374440.jpg?lm=1
Dominic Volkmer,Centre-Back,22,18/19,Germany,W. Bremen II,Regionalliga Nord,Germany,Jahn Regensburg,2. Bundesliga,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/339596-1531900735.jpg?lm=1
Marcel Reichwein,Centre-Forward,31,17/18,Germany,Wolfsburg II,Regionalliga Nord,Germany,KFC Uerdingen,Regionalliga West,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/29972-1588684100.jpg?lm=1
Dan-Patrick Poggenberg,Left-Back,23,15/16,Germany,Wolfsburg II,Regionalliga Nord,Germany,MSV Duisburg,2. Bundesliga,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/94014-1500294286.jpg?lm=1
Robert Herrmann,Left Midfield,20,14/15,Germany,Hannover 96 II,Regionalliga Nord,Germany,Wolfsburg II,Regionalliga Nord,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/124338-1630594356.jpg?lm=1
Ronny Marcos,Left-Back,20,13/14,Mozambique/Germany,Hansa Rostock,3. Liga,Germany,Hamburger SV II,Regionalliga Nord,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/159037-1605980196.jpg?lm=1
Omar Rekik,Centre-Back,19,20/21,Tunisia/Netherlands,Hertha BSC II,Regionalliga Nordost,Germany,Arsenal U23,Premier League 2,England,€600Th.,False,https://img.a.transfermarkt.technology/portrait/medium/578292-1553611863.jpg?lm=1
Dominik Kaiser,Central Midfield,23,12/13,Germany,TSG Hoffenheim,Bundesliga,Germany,RB Leipzig,Regionalliga Nordost,Germany,€600Th.,False,https://img.a.transfermarkt.technology/portrait/medium/52200-1627929922.jpg?lm=1
Alexander Meyer,Goalkeeper,26,17/18,Germany,Energie Cottbus,Regionalliga Nordost,Germany,VfB Stuttgart,Bundesliga,Germany,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/76158-1532078147.jpg?lm=1
Maximilian Rohr,Defensive Midfield,25,20/21,Germany,Carl Zeiss Jena,Regionalliga Nordost,Germany,Hamburger SV II,Regionalliga Nord,Germany,€280Th.,False,https://img.a.transfermarkt.technology/portrait/medium/440386-1627996277.jpg?lm=1
Robin Krauße,Defensive Midfield,21,15/16,Germany,Carl Zeiss Jena,Regionalliga Nordost,Germany,SC Paderborn,2. Bundesliga,Germany,€250Th.,False,https://img.a.transfermarkt.technology/portrait/medium/121454-1531727015.jpg?lm=1
Leon Schneider,Centre-Back,19,19/20,Germany,Energie Cottbus,Regionalliga Nordost,Germany,1.FC Köln II,Regionalliga West,Germany,€225Th.,False,https://img.a.transfermarkt.technology/portrait/medium/356325-1630593131.jpg?lm=1
Tobias Kraulich,Centre-Back,19,18/19,Germany,Rot-Weiß Erfurt,Regionalliga Nordost,Germany,Nuremberg II,Regionalliga Bayern,Germany,€125Th.,False,https://img.a.transfermarkt.technology/portrait/medium/405784-1630593194.jpg?lm=1
Tom Baumgart,Right Midfield,20,18/19,Germany,Chemnitzer FC,Regionalliga Nordost,Germany,Erzgebirge Aue,2. Bundesliga,Germany,€100Th.,False,https://img.a.transfermarkt.technology/portrait/medium/422052-1532438526.jpg?lm=1
Milan Senic,Left Winger,19,16/17,Serbia/Hungary,TSG Neustrelitz,Regionalliga Nordost,Germany,Red Star,Super liga,Serbia,€90Th.,False,https://img.a.transfermarkt.technology/portrait/medium/237960-1469435224.JPG?lm=1
André Luge,Left Midfield,22,13/14,Germany,FSV Zwickau,Regionalliga Nordost,Germany,RB Leipzig,3. Liga,Germany,€80Th.,False,https://img.a.transfermarkt.technology/portrait/medium/77817-1468828072.jpg?lm=1
Clemens Fandrich,Central Midfield,22,12/13,Germany,Energie Cottbus,2. Bundesliga,Germany,RB Leipzig,Regionalliga Nordost,Germany,€80Th.,False,https://img.a.transfermarkt.technology/portrait/medium/80007-1532438555.jpg?lm=1
Süleyman Koc,Right Winger,24,13/14,Germany/Turkey,Babelsberg 03,Regionalliga Nordost,Germany,SC Paderborn,2. Bundesliga,Germany,€65Th.,False,https://img.a.transfermarkt.technology/portrait/medium/64791-1604405784.jpg?lm=1
Joey Breitfeld,Right-Back,21,17/18,Germany,BFC Dynamo,Regionalliga Nordost,Germany,Ingolstadt II,Regionalliga Bayern,Germany,€60Th.,False,https://img.a.transfermarkt.technology/portrait/medium/273872-1532082274.jpg?lm=1
Ömer Akyörük,Left Winger,23,16/17,Turkey/Germany,Berliner AK,Regionalliga Nordost,Germany,Genclerbirligi,Süper Lig,Turkey,€60Th.,False,https://img.a.transfermarkt.technology/portrait/medium/235043-1598199596.jpeg?lm=1
Cihan Kahraman,Attacking Midfield,22,21/22,Turkey/Germany,Hertha BSC II,Regionalliga Nordost,Germany,Samsunspor,1.Lig,Turkey,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/303308-1552331499.jpg?lm=1
Lucas Brumme,Left Midfield,21,20/21,Germany,BFC Dynamo,Regionalliga Nordost,Germany,Wehen Wiesbaden,3. Liga,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Avdo Spahic,Goalkeeper,22,19/20,Bosnia-Herzegovina/Germany,Energie Cottbus,Regionalliga Nordost,Germany,1.FC K'lautern,3. Liga,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/273937-1489969080.jpg?lm=1
Dorian Diring,Attacking Midfield,20,12/13,France,FC Mulhouse,France,France,Hertha BSC II,Regionalliga Nordost,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/230623-1573065584.jpg?lm=1
Sinan Kurt,Left Winger,18,14/15,Germany/Turkey,M'gladbach II,Regionalliga West,Germany,FC Bayern ,Bundesliga,Germany,€3.00m,False,https://img.a.transfermarkt.technology/portrait/medium/170530-1610023703.jpg?lm=1
Djibril Sow,Central Midfield,18,15/16,Switzerland/Senegal,FC Zürich U21,Promotion League,Switzerland,M'gladbach II,Regionalliga West,Germany,€1.50m,False,https://img.a.transfermarkt.technology/portrait/medium/212723-1599992162.jpg?lm=1
Marian Sarr,Centre-Back,17,12/13,Germany/Senegal,Leverkusen II,Regionalliga West,Germany,B. Dortmund U19,U19-Bundesliga West,Germany,€1.50m,False,https://img.a.transfermarkt.technology/portrait/medium/148208-1629201989.jpg?lm=1
Philipp Max,Left-Back,20,14/15,Germany,Schalke 04 II,Regionalliga West,Germany,Karlsruher SC,2. Bundesliga,Germany,€750Th.,False,https://img.a.transfermarkt.technology/portrait/medium/111275-1613232524.jpg?lm=1
Jon Gorenc Stankovic,Defensive Midfield,20,16/17,Slovenia,B. Dortmund II,Regionalliga West,Germany,Huddersfield,Championship,England,€600Th.,False,https://img.a.transfermarkt.technology/portrait/medium/245034-1600439263.png?lm=1
Nikolas Nartey,Central Midfield,16,16/17,Denmark/Ghana,Copenhagen U19,U19 Boys League,Denmark,1.FC Köln II,Regionalliga West,Germany,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/400546-1605126154.JPG?lm=1
