Name,Position,Age,Season,Player_nat,Left_team,Left_league,Left_team_nat,Joined_team,Joined_league,Joined_nat,Fee,Loan_or_not,Face_img
Timo Baumgartl,Centre-Back,23,19/20,Germany,VfB Stuttgart,2. Bundesliga,Germany,PSV Eindhoven,Eredivisie,Netherlands,€10.00m,False,https://img.a.transfermarkt.technology/portrait/medium/187491-1613229225.jpg?lm=1
Lukas Podolski,Centre-Forward,21,06/07,Germany/Poland,1. FC Köln,2. Bundesliga,Germany,FC Bayern ,Bundesliga,Germany,€10.00m,False,https://img.a.transfermarkt.technology/portrait/medium/15185-1589664978.png?lm=1
Josh Sargent,Centre-Forward,21,21/22,United States,Werder Bremen,2. Bundesliga,Germany,Norwich,Premier League,England,€9.50m,False,https://img.a.transfermarkt.technology/portrait/medium/393325-1535124295.jpg?lm=1
Antonio Rüdiger,Centre-Back,23,16/17,Germany/Sierra Leone,VfB Stuttgart,2. Bundesliga,Germany,AS Roma,Serie A,Italy,€9.00m,False,https://img.a.transfermarkt.technology/portrait/medium/86202-1624448001.jpg?lm=1
Raffael,Second Striker,27,12/13,Brazil/Germany,Hertha BSC,2. Bundesliga,Germany,Dynamo Kyiv,Premier Liga,Ukraine,€9.00m,False,https://img.a.transfermarkt.technology/portrait/medium/19819-1533289199.jpg?lm=1
Ihlas Bebou,Right Winger,25,19/20,Togo/Germany,Hannover 96,2. Bundesliga,Germany,TSG Hoffenheim,Bundesliga,Germany,€8.50m,False,https://img.a.transfermarkt.technology/portrait/medium/237164-1626453606.jpg?lm=1
Suat Serdar,Central Midfield,24,21/22,Germany/Turkey,FC Schalke 04,2. Bundesliga,Germany,Hertha BSC,Bundesliga,Germany,€8.00m,False,https://img.a.transfermarkt.technology/portrait/medium/261905-1531813607.jpg?lm=1
Silas Katompa Mvumpa,Right Midfield,20,19/20,DR Congo,Paris FC,Ligue 2,France,VfB Stuttgart,2. Bundesliga,Germany,€8.00m,False,https://img.a.transfermarkt.technology/portrait/medium/612826-1599992811.jpg?lm=1
Davie Selke,Centre-Forward,20,15/16,Germany,Werder Bremen,Bundesliga,Germany,RB Leipzig,2. Bundesliga,Germany,€8.00m,False,https://img.a.transfermarkt.technology/portrait/medium/178459-1628004986.jpg?lm=1
Admir Mehmedi,Second Striker,24,15/16,Switzerland/North Macedonia,SC Freiburg,2. Bundesliga,Germany,Bay. Leverkusen,Bundesliga,Germany,€8.00m,False,https://img.a.transfermarkt.technology/portrait/medium/66058-1532334322.jpg?lm=1
Amadou Onana,Defensive Midfield,19,21/22,Belgium/Senegal,Hamburger SV,2. Bundesliga,Germany,LOSC Lille,Ligue 1,France,€7.00m,False,https://img.a.transfermarkt.technology/portrait/medium/485706-1627995460.jpg?lm=1
Eduard Löwen,Central Midfield,22,19/20,Germany/Russia,1.FC Nuremberg,2. Bundesliga,Germany,Hertha BSC,Bundesliga,Germany,€7.00m,False,https://img.a.transfermarkt.technology/portrait/medium/260655-1531830025.jpg?lm=1
Marcel Tisserand,Centre-Back,25,18/19,DR Congo/France,FC Ingolstadt,2. Bundesliga,Germany,VfL Wolfsburg,Bundesliga,Germany,€7.00m,False,https://img.a.transfermarkt.technology/portrait/medium/170463-1603566731.jpeg?lm=1
Omer Damari,Centre-Forward,25,14/15,Israel,Austria Vienna,Bundesliga,Austria,RB Leipzig,2. Bundesliga,Germany,€7.00m,False,https://img.a.transfermarkt.technology/portrait/medium/112703-1437481013.jpg?lm=1
Carlos Eduardo,Attacking Midfield,20,07/08,Brazil,Grêmio,Série A,Brazil,TSG Hoffenheim,2. Bundesliga,Germany,€7.00m,False,https://img.a.transfermarkt.technology/portrait/medium/52406-1580201414.jpg?lm=1
Josip Drmic,Centre-Forward,21,14/15,Switzerland/Croatia,1.FC Nuremberg,2. Bundesliga,Germany,Bay. Leverkusen,Bundesliga,Germany,€6.80m,False,https://img.a.transfermarkt.technology/portrait/medium/140579-1533288571.jpg?lm=1
Niclas Füllkrug,Centre-Forward,26,19/20,Germany,Hannover 96,2. Bundesliga,Germany,Werder Bremen,Bundesliga,Germany,€6.50m,False,https://img.a.transfermarkt.technology/portrait/medium/75489-1571745476.jpg?lm=1
Hiroshi Kiyotake,Left Midfield,26,16/17,Japan,Hannover 96,2. Bundesliga,Germany,Sevilla FC,LaLiga,Spain,€6.50m,False,https://img.a.transfermarkt.technology/portrait/medium/86175-1442822080.jpg?lm=1
Mohamed Zidan,Second Striker,25,07/08,Egypt/Germany,1.FSV Mainz 05,2. Bundesliga,Germany,Hamburger SV,Bundesliga,Germany,€6.50m,False,https://img.a.transfermarkt.technology/portrait/medium/17275-1493293874.jpg?lm=1
Filip Kostic,Left Midfield,26,19/20,Serbia,Hamburger SV,2. Bundesliga,Germany,E. Frankfurt,Bundesliga,Germany,€6.00m,False,https://img.a.transfermarkt.technology/portrait/medium/161011-1599992051.jpg?lm=1
Walace,Defensive Midfield,24,19/20,Brazil,Hannover 96,2. Bundesliga,Germany,Udinese Calcio,Serie A,Italy,€6.00m,False,https://img.a.transfermarkt.technology/portrait/medium/323954-1532072656.jpg?lm=1
Robert Glatzel,Centre-Forward,25,19/20,Germany,1.FC Heidenheim,2. Bundesliga,Germany,Cardiff,Championship,Wales,€6.00m,False,https://img.a.transfermarkt.technology/portrait/medium/196139-1627995660.jpg?lm=1
Walace,Defensive Midfield,23,18/19,Brazil,Hamburger SV,2. Bundesliga,Germany,Hannover 96,Bundesliga,Germany,€6.00m,False,https://img.a.transfermarkt.technology/portrait/medium/323954-1532072656.jpg?lm=1
Leonardo Bittencourt,Attacking Midfield,24,18/19,Germany/Brazil,1. FC Köln,2. Bundesliga,Germany,TSG Hoffenheim,Bundesliga,Germany,€6.00m,False,https://img.a.transfermarkt.technology/portrait/medium/93844-1571745450.jpg?lm=1
Atinc Nukan,Centre-Back,21,15/16,Turkey,Besiktas,Süper Lig,Turkey,RB Leipzig,2. Bundesliga,Germany,€6.00m,False,https://img.a.transfermarkt.technology/portrait/medium/149516-1619834630.png?lm=1
Ludwig Augustinsson,Left-Back,27,21/22,Sweden,Werder Bremen,2. Bundesliga,Germany,Sevilla FC,LaLiga,Spain,€5.50m,False,https://img.a.transfermarkt.technology/portrait/medium/170646-1535123375.jpg?lm=1
Gojko Kacar,Defensive Midfield,23,10/11,Serbia,Hertha BSC,2. Bundesliga,Germany,Hamburger SV,Bundesliga,Germany,€5.50m,False,https://img.a.transfermarkt.technology/portrait/medium/28683-1501157154.jpg?lm=1
Maximilian Eggestein,Central Midfield,24,21/22,Germany,Werder Bremen,2. Bundesliga,Germany,SC Freiburg,Bundesliga,Germany,€5.00m,False,https://img.a.transfermarkt.technology/portrait/medium/190284-1535123422.jpg?lm=1
Luca Waldschmidt,Second Striker,22,18/19,Germany,Hamburger SV,2. Bundesliga,Germany,SC Freiburg,Bundesliga,Germany,€5.00m,False,https://img.a.transfermarkt.technology/portrait/medium/196095-1603795986.jpg?lm=1
Florent Hadergjonaj,Right-Back,23,18/19,Kosovo/Switzerland,FC Ingolstadt,2. Bundesliga,Germany,Huddersfield,Premier League,England,€5.00m,False,https://img.a.transfermarkt.technology/portrait/medium/238809-1614810027.jpeg?lm=1
Benjamin Pavard,Right-Back,20,16/17,France,LOSC Lille,Ligue 1,France,VfB Stuttgart,2. Bundesliga,Germany,€5.00m,False,https://img.a.transfermarkt.technology/portrait/medium/353366-1570372796.jpg?lm=1
Lukas Rupp,Central Midfield,25,16/17,Germany,VfB Stuttgart,2. Bundesliga,Germany,TSG Hoffenheim,Bundesliga,Germany,€5.00m,False,https://img.a.transfermarkt.technology/portrait/medium/82863-1532693458.jpg?lm=1
Alessandro Schöpf,Attacking Midfield,21,15/16,Austria,1.FC Nuremberg,2. Bundesliga,Germany,FC Schalke 04,Bundesliga,Germany,€5.00m,False,https://img.a.transfermarkt.technology/portrait/medium/118397-1531813602.jpg?lm=1
Massimo Bruno,Right Winger,20,14/15,Belgium/Italy,RSC Anderlecht,Jupiler Pro League,Belgium,RB Leipzig,2. Bundesliga,Germany,€5.00m,False,https://img.a.transfermarkt.technology/portrait/medium/111376-1608843807.jpg?lm=1
Chinedu Obasi,Centre-Forward,21,07/08,Nigeria/Germany,FK Lyn,Tippeligaen,Norway,TSG Hoffenheim,2. Bundesliga,Germany,€5.00m,False,https://img.a.transfermarkt.technology/portrait/medium/41663-1406655066.jpg?lm=1
Yuya Osako,Second Striker,28,18/19,Japan,1. FC Köln,2. Bundesliga,Germany,Werder Bremen,Bundesliga,Germany,€4.50m,False,https://img.a.transfermarkt.technology/portrait/medium/108650-1535124037.jpg?lm=1
Dominick Drexler,Attacking Midfield,28,18/19,Germany,FC Midtjylland,Superligaen Championship round,Denmark,1. FC Köln,2. Bundesliga,Germany,€4.50m,False,https://img.a.transfermarkt.technology/portrait/medium/53400-1608632752.jpg?lm=1
Ihlas Bebou,Right Winger,23,17/18,Togo/Germany,F. Düsseldorf,2. Bundesliga,Germany,Hannover 96,Bundesliga,Germany,€4.50m,False,https://img.a.transfermarkt.technology/portrait/medium/237164-1626453606.jpg?lm=1
Markus Suttner,Left-Back,30,17/18,Austria,FC Ingolstadt,2. Bundesliga,Germany,Brighton,Premier League,England,€4.50m,False,https://img.a.transfermarkt.technology/portrait/medium/31514-1629733541.png?lm=1
Neven Subotic,Centre-Back,19,08/09,Germany/Serbia,1.FSV Mainz 05,2. Bundesliga,Germany,Bor. Dortmund,Bundesliga,Germany,€4.50m,False,https://img.a.transfermarkt.technology/portrait/medium/40995-1544075864.jpg?lm=1
Hiroshi Kiyotake,Left Midfield,24,14/15,Japan,1.FC Nuremberg,2. Bundesliga,Germany,Hannover 96,Bundesliga,Germany,€4.30m,False,https://img.a.transfermarkt.technology/portrait/medium/86175-1442822080.jpg?lm=1
Federico Insúa,Attacking Midfield,27,07/08,Argentina,Bor. M'gladbach,2. Bundesliga,Germany,América,Primera Clausura,Mexico,€4.20m,False,https://img.a.transfermarkt.technology/portrait/medium/s_4193_20_2011_1.jpg?lm=1
Benjamin Lauth,Centre-Forward,22,04/05,Germany,1860 Munich,2. Bundesliga,Germany,Hamburger SV,Bundesliga,Germany,€4.10m,False,https://img.a.transfermarkt.technology/portrait/medium/1402-1588079205.jpg?lm=1
Ozan Kabak,Centre-Back,21,21/22,Turkey,FC Schalke 04,2. Bundesliga,Germany,Norwich,Premier League,England,€4.00m,True,https://img.a.transfermarkt.technology/portrait/medium/361260-1547655969.jpg?lm=1
Waldemar Anton,Centre-Back,24,20/21,Germany/Uzbekistan,Hannover 96,2. Bundesliga,Germany,VfB Stuttgart,Bundesliga,Germany,€4.00m,False,https://img.a.transfermarkt.technology/portrait/medium/193004-1532071769.jpg?lm=1
Bobby Wood,Centre-Forward,23,16/17,United States,Union Berlin,2. Bundesliga,Germany,Hamburger SV,Bundesliga,Germany,€4.00m,False,https://img.a.transfermarkt.technology/portrait/medium/72519-1532072674.jpg?lm=1
Zvjezdan Misimovic,Attacking Midfield,26,08/09,Bosnia-Herzegovina/Germany,1.FC Nuremberg,2. Bundesliga,Germany,VfL Wolfsburg,Bundesliga,Germany,€4.00m,False,https://img.a.transfermarkt.technology/portrait/medium/2309-1461328638.jpg?lm=1
Robert Vittek,Centre-Forward,26,08/09,Slovakia,1.FC Nuremberg,2. Bundesliga,Germany,LOSC Lille,Ligue 1,France,€4.00m,False,https://img.a.transfermarkt.technology/portrait/medium/3531-1581917638.png?lm=1
Philipp Max,Left-Back,21,15/16,Germany,Karlsruher SC,2. Bundesliga,Germany,FC Augsburg,Bundesliga,Germany,€3.80m,False,https://img.a.transfermarkt.technology/portrait/medium/111275-1613232524.jpg?lm=1
Vladimir Darida,Central Midfield,24,15/16,Czech Republic,SC Freiburg,2. Bundesliga,Germany,Hertha BSC,Bundesliga,Germany,€3.80m,False,https://img.a.transfermarkt.technology/portrait/medium/179643-1599990818.jpg?lm=1
Boubacar Sanogo,Centre-Forward,23,06/07,Cote d'Ivoire,1.FC K'lautern,2. Bundesliga,Germany,Hamburger SV,Bundesliga,Germany,€3.80m,False,https://img.a.transfermarkt.technology/portrait/medium/33245-1509180097.jpg?lm=1
Emil Forsberg,Left Winger,23,14/15,Sweden,Malmö FF,Allsvenskan,Sweden,RB Leipzig,2. Bundesliga,Germany,€3.70m,False,https://img.a.transfermarkt.technology/portrait/medium/111078-1613998016.jpg?lm=1
Jay-Jay Okocha,Attacking Midfield,22,96/97,Nigeria/Turkey,E. Frankfurt,2. Bundesliga,Germany,Fenerbahce,Süper Lig,Turkey,€3.50m,False,https://img.a.transfermarkt.technology/portrait/medium/3708-1570440349.jpg?lm=1
Tim Kleindienst,Centre-Forward,25,21/22,Germany,KAA Gent,Jupiler Pro League,Belgium,1.FC Heidenheim,2. Bundesliga,Germany,€3.50m,False,https://img.a.transfermarkt.technology/portrait/medium/193033-1533733403.jpg?lm=1
Marvin Ducksch,Centre-Forward,27,21/22,Germany,Hannover 96,2. Bundesliga,Germany,Werder Bremen,2. Bundesliga,Germany,€3.50m,False,https://img.a.transfermarkt.technology/portrait/medium/125103-1627930567.jpg?lm=1
Niklas Dorsch,Defensive Midfield,22,20/21,Germany,1.FC Heidenheim,2. Bundesliga,Germany,KAA Gent,Jupiler Pro League,Belgium,€3.50m,False,https://img.a.transfermarkt.technology/portrait/medium/251302-1602833501.jpg?lm=1
Tim Kleindienst,Centre-Forward,24,20/21,Germany,1.FC Heidenheim,2. Bundesliga,Germany,KAA Gent,Jupiler Pro League,Belgium,€3.50m,False,https://img.a.transfermarkt.technology/portrait/medium/193033-1533733403.jpg?lm=1
Louis Schaub,Attacking Midfield,23,18/19,Austria,Rapid Vienna,Bundesliga,Austria,1. FC Köln,2. Bundesliga,Germany,€3.50m,False,https://img.a.transfermarkt.technology/portrait/medium/147485-1531736089.jpg?lm=1
Robin Koch,Centre-Back,21,17/18,Germany,1.FC K'lautern,2. Bundesliga,Germany,SC Freiburg,Bundesliga,Germany,€3.50m,False,https://img.a.transfermarkt.technology/portrait/medium/328784-1533733408.jpg?lm=1
Julian Pollersbeck,Goalkeeper,22,17/18,Germany,1.FC K'lautern,2. Bundesliga,Germany,Hamburger SV,Bundesliga,Germany,€3.50m,False,https://img.a.transfermarkt.technology/portrait/medium/228975-1624524348.jpg?lm=1
Ron-Robert Zieler,Goalkeeper,27,16/17,Germany,Hannover 96,2. Bundesliga,Germany,Leicester,Premier League,England,€3.50m,False,https://img.a.transfermarkt.technology/portrait/medium/21327-1627931410.jpg?lm=1
Marcel Halstenberg,Left-Back,23,15/16,Germany,FC St. Pauli,2. Bundesliga,Germany,RB Leipzig,2. Bundesliga,Germany,€3.50m,False,https://img.a.transfermarkt.technology/portrait/medium/70243-1532351818.jpg?lm=1
Roman Bürki,Goalkeeper,24,15/16,Switzerland,SC Freiburg,2. Bundesliga,Germany,Bor. Dortmund,Bundesliga,Germany,€3.50m,False,https://img.a.transfermarkt.technology/portrait/medium/59027-1534235756.jpg?lm=1
Jonathan Schmid,Right-Back,25,15/16,France,SC Freiburg,2. Bundesliga,Germany,TSG Hoffenheim,Bundesliga,Germany,€3.50m,False,https://img.a.transfermarkt.technology/portrait/medium/70285-1570613460.jpg?lm=1
Oliver Sorg,Right-Back,25,15/16,Germany,SC Freiburg,2. Bundesliga,Germany,Hannover 96,Bundesliga,Germany,€3.50m,False,https://img.a.transfermarkt.technology/portrait/medium/55114-1532072454.jpg?lm=1
Simon Zoller,Centre-Forward,23,14/15,Germany,1.FC K'lautern,2. Bundesliga,Germany,1. FC Köln,Bundesliga,Germany,€3.50m,False,https://img.a.transfermarkt.technology/portrait/medium/79967-1619531228.jpg?lm=1
Niklas Hauptmann,Central Midfield,22,18/19,Germany,Dynamo Dresden,2. Bundesliga,Germany,1. FC Köln,2. Bundesliga,Germany,€3.40m,False,https://img.a.transfermarkt.technology/portrait/medium/205544-1531735689.jpg?lm=1
Nick Proschwitz,Centre-Forward,25,12/13,Germany,SC Paderborn,2. Bundesliga,Germany,Hull City,Championship,England,€3.30m,False,https://img.a.transfermarkt.technology/portrait/medium/31535-1563875170.jpg?lm=1
Leon Goretzka,Central Midfield,18,13/14,Germany,VfL Bochum,2. Bundesliga,Germany,FC Schalke 04,Bundesliga,Germany,€3.25m,False,https://img.a.transfermarkt.technology/portrait/medium/153084-1540568530.jpg?lm=1
Yildiray Bastürk,Attacking Midfield,22,01/02,Turkey/Germany,VfL Bochum,2. Bundesliga,Germany,Bay. Leverkusen,Bundesliga,Germany,€3.25m,False,https://img.a.transfermarkt.technology/portrait/medium/618-1590420287.jpg?lm=1
Steven Skrzybski,Right Winger,25,18/19,Germany,Union Berlin,2. Bundesliga,Germany,FC Schalke 04,Bundesliga,Germany,€3.20m,False,https://img.a.transfermarkt.technology/portrait/medium/93827-1531813613.jpg?lm=1
Jón Dadi Bödvarsson,Centre-Forward,24,16/17,Iceland,1.FC K'lautern,2. Bundesliga,Germany,Wolves,Championship,England,€3.20m,False,https://img.a.transfermarkt.technology/portrait/medium/114090-1469005306.jpg?lm=1
Timo Gebhart,Attacking Midfield,19,08/09,Germany,1860 Munich,2. Bundesliga,Germany,VfB Stuttgart,Bundesliga,Germany,€3.20m,False,https://img.a.transfermarkt.technology/portrait/medium/42463-1566401030.jpg?lm=1
Robert Andrich,Central Midfield,24,19/20,Germany,1.FC Heidenheim,2. Bundesliga,Germany,Union Berlin,Bundesliga,Germany,€3.15m,False,https://img.a.transfermarkt.technology/portrait/medium/159088-1615891454.jpg?lm=1
Patrik Andersson,Centre-Back,27,99/00,Sweden,Bor. M'gladbach,2. Bundesliga,Germany,FC Bayern ,Bundesliga,Germany,€3.00m,False,https://img.a.transfermarkt.technology/portrait/medium/191-1590491594.jpg?lm=1
Benito Raman,Centre-Forward,26,21/22,Belgium,FC Schalke 04,2. Bundesliga,Germany,RSC Anderlecht,Jupiler Pro League,Belgium,€3.00m,False,https://img.a.transfermarkt.technology/portrait/medium/112930-1569940742.jpg?lm=1
Matthew Hoppe,Centre-Forward,20,21/22,United States,FC Schalke 04,2. Bundesliga,Germany,RCD Mallorca,LaLiga,Spain,€3.00m,False,https://img.a.transfermarkt.technology/portrait/medium/678194-1606582170.jpg?lm=1
Fiete Arp,Centre-Forward,19,19/20,Germany,Hamburger SV,2. Bundesliga,Germany,FC Bayern ,Bundesliga,Germany,€3.00m,False,https://img.a.transfermarkt.technology/portrait/medium/343337-1570373139.jpg?lm=1
Philipp Förster,Attacking Midfield,24,19/20,Germany,SV Sandhausen,2. Bundesliga,Germany,VfB Stuttgart,2. Bundesliga,Germany,€3.00m,False,https://img.a.transfermarkt.technology/portrait/medium/179635-1532435704.jpg?lm=1
David Kinsombi,Central Midfield,23,19/20,Germany/DR Congo,Holstein Kiel,2. Bundesliga,Germany,Hamburger SV,2. Bundesliga,Germany,€3.00m,False,https://img.a.transfermarkt.technology/portrait/medium/196834-1627995167.jpg?lm=1
Tim Kleindienst,Centre-Forward,24,19/20,Germany,SC Freiburg,Bundesliga,Germany,1.FC Heidenheim,2. Bundesliga,Germany,€3.00m,False,https://img.a.transfermarkt.technology/portrait/medium/193033-1533733403.jpg?lm=1
Dominique Heintz,Centre-Back,24,18/19,Germany,1. FC Köln,2. Bundesliga,Germany,SC Freiburg,Bundesliga,Germany,€3.00m,False,https://img.a.transfermarkt.technology/portrait/medium/110036-1533733204.jpg?lm=1
André Hahn,Right Winger,27,18/19,Germany,Hamburger SV,2. Bundesliga,Germany,FC Augsburg,Bundesliga,Germany,€3.00m,False,https://img.a.transfermarkt.technology/portrait/medium/42783-1606325162.jpg?lm=1
Florian Kainz,Left Winger,26,18/19,Austria,Werder Bremen,Bundesliga,Germany,1. FC Köln,2. Bundesliga,Germany,€3.00m,False,https://img.a.transfermarkt.technology/portrait/medium/106270-1535123798.jpg?lm=1
Örjan Nyland,Goalkeeper,27,18/19,Norway,FC Ingolstadt,2. Bundesliga,Germany,Aston Villa,Championship,England,€3.00m,False,https://img.a.transfermarkt.technology/portrait/medium/73517-1532082757.jpg?lm=1
Pascal Groß,Central Midfield,26,17/18,Germany,FC Ingolstadt,2. Bundesliga,Germany,Brighton,Premier League,England,€3.00m,False,https://img.a.transfermarkt.technology/portrait/medium/82873-1550672507.jpg?lm=1
Marcel Tisserand,Centre-Back,24,17/18,DR Congo/France,FC Ingolstadt,2. Bundesliga,Germany,VfL Wolfsburg,Bundesliga,Germany,€3.00m,True,https://img.a.transfermarkt.technology/portrait/medium/170463-1603566731.jpeg?lm=1
Mathew Leckie,Right Winger,26,17/18,Australia,FC Ingolstadt,2. Bundesliga,Germany,Hertha BSC,Bundesliga,Germany,€3.00m,False,https://img.a.transfermarkt.technology/portrait/medium/126214-1599990767.jpg?lm=1
Marcel Franke,Centre-Back,24,17/18,Germany,Greuther Fürth,2. Bundesliga,Germany,Norwich,Championship,England,€3.00m,False,https://img.a.transfermarkt.technology/portrait/medium/152435-1627930517.jpg?lm=1
Georg Niedermeier,Centre-Back,24,10/11,Germany,FC Bayern II,3. Liga,Germany,VfB Stuttgart,Bundesliga,Germany,€3.50m,False,https://img.a.transfermarkt.technology/portrait/medium/31570-1472573365.png?lm=1
Hakan Calhanoglu,Attacking Midfield,18,12/13,Turkey/Germany,Karlsruher SC,3. Liga,Germany,Hamburger SV,Bundesliga,Germany,€2.50m,False,https://img.a.transfermarkt.technology/portrait/medium/126414-1596107830.jpg?lm=1
Lennart Grill,Goalkeeper,21,20/21,Germany,1.FC K'lautern,3. Liga,Germany,Bay. Leverkusen,Bundesliga,Germany,€2.00m,False,https://img.a.transfermarkt.technology/portrait/medium/309397-1615892682.jpg?lm=1
Nico Mantl,Goalkeeper,20,20/21,Germany,Unterhaching,3. Liga,Germany,RB Salzburg,Bundesliga,Austria,€2.00m,False,https://img.a.transfermarkt.technology/portrait/medium/349536-1587931407.jpg?lm=1
Woo-yeong Jeong,Right Winger,19,19/20,"Korea, South",FC Bayern II,3. Liga,Germany,SC Freiburg,Bundesliga,Germany,€2.00m,False,https://img.a.transfermarkt.technology/portrait/medium/297583-1570614021.jpg?lm=1
Yussuf Poulsen,Centre-Forward,19,13/14,Denmark/Tanzania,Lyngby BK,1.Division,Denmark,RB Leipzig,3. Liga,Germany,€1.55m,False,https://img.a.transfermarkt.technology/portrait/medium/157635-1503304546.jpg?lm=1
Marius Bülter,Second Striker,27,20/21,Germany,1.FC Magdeburg,3. Liga,Germany,Union Berlin,Bundesliga,Germany,€1.50m,False,https://img.a.transfermarkt.technology/portrait/medium/116088-1615891887.jpg?lm=1
Rémy Vita,Left-Back,19,20/21,France/Comoros,Troyes,Ligue 2,France,FC Bayern II,3. Liga,Germany,€1.50m,False,https://img.a.transfermarkt.technology/portrait/medium/805835-1630599334.jpg?lm=1
Leon Dajaku,Second Striker,18,19/20,Germany/Kosovo,VfB Stuttgart,2. Bundesliga,Germany,FC Bayern II,3. Liga,Germany,€1.50m,False,https://img.a.transfermarkt.technology/portrait/medium/483974-1563260548.jpg?lm=1
Maxime Awoudja,Centre-Back,21,19/20,Germany/Togo,FC Bayern II,3. Liga,Germany,VfB Stuttgart,2. Bundesliga,Germany,€1.50m,False,https://img.a.transfermarkt.technology/portrait/medium/312218-1563260293.png?lm=1
Meritan Shabani,Attacking Midfield,20,19/20,Germany/Kosovo,FC Bayern II,3. Liga,Germany,Wolves U23,Premier League 2,England,€1.50m,False,https://img.a.transfermarkt.technology/portrait/medium/379980-1603893776.jpg?lm=1
Dennis Srbeny,Centre-Forward,23,17/18,Germany,SC Paderborn,3. Liga,Germany,Norwich,Championship,England,€1.50m,False,https://img.a.transfermarkt.technology/portrait/medium/159239-1611766568.jpg?lm=1
Florent Muslija,Attacking Midfield,20,18/19,Kosovo/Germany,Karlsruher SC,3. Liga,Germany,Hannover 96,Bundesliga,Germany,€1.40m,False,https://img.a.transfermarkt.technology/portrait/medium/337036-1627929992.jpg?lm=1
Jonathan Meier,Left-Back,19,19/20,Germany,FC Bayern II,3. Liga,Germany,1.FSV Mainz 05,Bundesliga,Germany,€1.20m,False,https://img.a.transfermarkt.technology/portrait/medium/379989-1576505937.jpg?lm=1
Paulo Otávio,Left-Back,24,19/20,Brazil,FC Ingolstadt,3. Liga,Germany,VfL Wolfsburg,Bundesliga,Germany,€1.10m,False,https://img.a.transfermarkt.technology/portrait/medium/221611-1622129084.jpg?lm=1
Ceyhun Gülselam,Defensive Midfield,20,08/09,Turkey/Germany,Unterhaching,3. Liga,Germany,Trabzonspor,Süper Lig,Turkey,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/37216-1567776733.png?lm=1
Florian Pick,Left Winger,25,20/21,Germany,1.FC K'lautern,3. Liga,Germany,1.FC Heidenheim,2. Bundesliga,Germany,€800Th.,False,https://img.a.transfermarkt.technology/portrait/medium/191359-1602514090.jpg?lm=1
Manuel Schäffler,Centre-Forward,31,20/21,Germany,Wehen Wiesbaden,3. Liga,Germany,1.FC Nuremberg,2. Bundesliga,Germany,€800Th.,False,https://img.a.transfermarkt.technology/portrait/medium/48547-1625772146.jpg?lm=1
Carsten Kammlott,Centre-Forward,20,10/11,Germany,Rot-Weiß Erfurt,3. Liga,Germany,RB Leipzig,RL Nord (bis 11/12),Germany,€800Th.,False,https://img.a.transfermarkt.technology/portrait/medium/57715-1468592695.jpg?lm=1
Jan Simak,Attacking Midfield,29,08/09,Czech Republic,Carl Zeiss Jena,3. Liga,Germany,VfB Stuttgart,Bundesliga,Germany,€800Th.,False,https://img.a.transfermarkt.technology/portrait/medium/903-1469019985.jpg?lm=1
Christian Kühlwetter,Centre-Forward,24,20/21,Germany,1.FC K'lautern,3. Liga,Germany,1.FC Heidenheim,2. Bundesliga,Germany,€750Th.,False,https://img.a.transfermarkt.technology/portrait/medium/184204-1546347033.jpg?lm=1
Merveille Biankadi,Right Winger,24,19/20,Germany/DR Congo,Hansa Rostock,3. Liga,Germany,1.FC Heidenheim,2. Bundesliga,Germany,€750Th.,False,https://img.a.transfermarkt.technology/portrait/medium/196843-1532372294.png?lm=1
Chris Führich,Right Winger,23,21/22,Germany,B. Dortmund II,3. Liga,Germany,SC Paderborn,2. Bundesliga,Germany,€700Th.,False,https://img.a.transfermarkt.technology/portrait/medium/272278-1626709144.jpg?lm=1
Suleiman Abdullahi,Centre-Forward,21,18/19,Nigeria,E. Braunschweig,3. Liga,Germany,Union Berlin,2. Bundesliga,Germany,€700Th.,True,https://img.a.transfermarkt.technology/portrait/medium/356118-1499183697.jpg?lm=1
Anton Fink,Second Striker,21,09/10,Germany,Unterhaching,3. Liga,Germany,Karlsruher SC,2. Bundesliga,Germany,€700Th.,False,https://img.a.transfermarkt.technology/portrait/medium/38765-1612297996.jpg?lm=1
Sarpreet Singh,Attacking Midfield,20,19/20,New Zealand/India,Wellington P.,A-League,New Zealand,FC Bayern II,3. Liga,Germany,€650Th.,False,https://img.a.transfermarkt.technology/portrait/medium/350357-1565011611.jpg?lm=1
Federico Palacios,Second Striker,18,13/14,Germany/Spain,Wolfsburg U19,U19-Bundesliga Nord/Nordost,Germany,RB Leipzig,3. Liga,Germany,€600Th.,False,https://img.a.transfermarkt.technology/portrait/medium/146096-1531830193.jpg?lm=1
Mert Yilmaz,Right-Back,21,20/21,Turkey/Germany,FC Bayern II,3. Liga,Germany,Antalyaspor,Süper Lig,Turkey,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/393217-1622812835.jpg?lm=1
Suleiman Abdullahi,Centre-Forward,22,19/20,Nigeria,E. Braunschweig,3. Liga,Germany,Union Berlin,Bundesliga,Germany,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/356118-1499183697.jpg?lm=1
